lambda,w_l,mses4_train,mses4
0.86,"[[150.330918495057], [21.22043930481866], [-46.669988816710934], [204.2898599988502], [140.67663072910685], [10.898451966089226], [-17.82714481771921], [-117.84489009388713], [103.67175716477179], [219.61009320383292], [117.69720432442256], [31.869384502169332], [58.77145645494612], [37.140154260308016], [10.006568298986718], [-16.96066475784466], [3.165358936212422], [28.146181460538415], [-13.141808720111282], [33.803752261207585], [45.3545490618983], [-1.8177953891337677], [40.85804833977902], [-27.872204660334656], [-49.72626619865929], [2.349286929773535], [1.1462873304801044], [33.57328283341616], [25.05176120960134], [9.641714117209704], [27.702738667180522], [22.124595135526775], [-0.03819746196460191], [36.77017875419027], [4.915689790176662], [20.463275932907884], [-13.733139686075699], [41.28199038908824], [-22.164605135326187], [-11.851879201543344], [-22.435072545030472], [9.878552220647906], [-3.9707647376943735], [46.77479796920663], [-26.41245637851386], [-32.425269151442755], [9.936178671344669], [-11.73744166635206], [4.621973320892871], [5.350200588967622], [-4.347011261735189], [40.184644663418645], [-25.429463555880854], [-1.6259463032276065], [8.635132943687916], [27.132678413977402], [-13.635439471277794], [-4.6082789302024], [5.025766647448233], [-19.101156230718747], [27.416031342264077], [-19.852500334528596], [-14.224936743776425], [40.08453274596896], [22.98867113820963]]",3199.049972,3429.560822
0.87,"[[150.37874905318833], [21.239790323976823], [-46.090414061625125], [203.1027083262983], [139.90207174315833], [11.017129110808542], [-17.494713986103697], [-117.39174114375366], [103.28409778554354], [218.2335322931471], [117.44409419306467], [31.63218841483601], [58.835928389969304], [37.184554548144455], [10.02278039420534], [-16.791418232155216], [3.2234466265941677], [27.82131318648742], [-13.12725701821729], [33.64837859203362], [45.0315031211923], [-1.8905960002935067], [40.601850806578234], [-27.828052046150468], [-49.49630439037292], [2.025230905398708], [0.9159320983403074], [33.302686349132344], [24.905460051723733], [9.425896476839046], [27.42686406987593], [21.919094267140352], [0.03426977808853471], [36.430546053027], [4.907936712957309], [20.458373352425518], [-13.685611709449281], [40.757505977286726], [-22.214225732974846], [-12.149152828486342], [-22.289182208079634], [9.881920929365835], [-4.048244600654373], [46.663764810441734], [-26.180494926191482], [-32.35591256324803], [9.724133089315352], [-11.80415091597762], [4.545067914051011], [5.523636187761699], [-4.438528313513808], [39.89500020083433], [-25.02981135953659], [-1.3599679696228844], [8.711793234579053], [27.12649938865827], [-13.689094827575634], [-5.183167001708554], [4.95296785179589], [-18.89422079703748], [27.356090273799023], [-19.95911338784142], [-13.81952866120869], [39.93709222476778], [22.824108900741127]]",3205.974331,3436.648079
0.88,"[[150.34249829845012], [21.26338256202481], [-45.52771417596751], [201.90328827698465], [139.1713520259612], [11.044526614089069], [-17.228879280453818], [-116.95029331409549], [102.86117814323175], [216.86811479146618], [117.02843902017099], [31.353991986284107], [58.61209729216612], [37.16936548294273], [9.908676144731345], [-16.78308448509468], [2.9996304893627146], [27.499417190318642], [-12.84339333830615], [33.87586939757535], [44.722791160163666], [-1.8168451754051327], [40.3895846875023], [-27.764344737009893], [-49.23781034192073], [1.5934105927568045], [1.0071572613547657], [33.21154780092373], [24.99564372608532], [9.289469043932096], [27.253407816337063], [21.583110087604613], [-0.1496507617994497], [36.25040705146229], [4.705897933852096], [20.292484961235292], [-13.529516326808016], [40.52949991130365], [-22.1680362467478], [-12.342895706985626], [-22.06142218894888], [9.781765197246102], [-3.904210253063012], [46.68219677819172], [-25.967038528487457], [-32.17178995516298], [9.41731832276376], [-11.612460498652156], [4.708658524639504], [5.938503724625192], [-4.546230194608542], [39.57520200026325], [-24.812538033370643], [-1.2086484270648965], [8.825652104301343], [27.18832192813158], [-13.797775425781516], [-5.407412236895641], [4.9362005628176435], [-18.573205510711894], [27.07507744570085], [-20.191853256606368], [-13.490889557737319], [40.000850016936525], [23.0959333233655]]",3212.933698,3443.918686
0.89,"[[150.30062083520883], [21.442670333574025], [-44.88119826927303], [201.05459496376372], [138.74667671171673], [11.323409989241597], [-16.650947964082597], [-116.55046450531377], [102.7584932983425], [216.08984637450087], [116.32942731290785], [30.988766392978274], [57.692761780482655], [36.59544142658854], [9.947456682692685], [-16.45197447078207], [2.757741549919482], [27.723152139683965], [-12.922495344949196], [33.553068844265866], [44.55923583462802], [-1.6741818607946368], [40.098241783012426], [-27.644731951760157], [-48.96019519888836], [1.7444489653032234], [1.2240134537576053], [32.94557010391382], [24.72039096824646], [9.635678962298696], [27.26703004594239], [21.52038071642825], [-0.18605606219512472], [36.0294750159522], [4.788189644672442], [20.03812365999314], [-13.3211762955088], [40.5626957349432], [-22.003933749649264], [-12.015135650422607], [-21.980593518169446], [9.671381449234971], [-3.8641032867113876], [46.256949095356276], [-26.245232670849663], [-32.12829772844394], [9.499055500395496], [-11.577107244494584], [4.517428069022238], [5.633056402402211], [-4.1338074002103635], [39.44607448557389], [-24.834934540035025], [-1.7100707236177772], [8.403725163298416], [26.903116873735677], [-13.34721653369546], [-4.9120626788832915], [4.7653081905722825], [-18.61012065218967], [26.973817330119484], [-19.795857489905984], [-14.009959871844721], [39.55374843749904], [22.82252634178609]]",3218.877293,3450.056164
0.9,"[[150.29848784325435], [21.453656916462183], [-44.2865064776168], [199.94000438644392], [137.97589682684094], [11.522543244714528], [-16.219017175268185], [-116.06235007503138], [102.46731440908337], [214.7576489519264], [116.13878245621918], [30.657017936676876], [57.74198371833797], [36.711430483578894], [9.819311569718817], [-16.30816732570217], [2.8156365039278746], [27.568670715951086], [-12.768824584698416], [33.6236214987074], [44.14588832332347], [-1.695365341360617], [39.92337351011663], [-27.53591004314986], [-48.700020712806385], [1.6128781525294547], [1.0777285273486115], [32.66346764084047], [24.632812444013464], [9.570652771454492], [26.956687058472077], [21.35934155384587], [-0.1258918392637391], [35.67549181903787], [4.831513334205692], [19.976788264574925], [-13.180926063238198], [40.343807435275544], [-22.095880649016923], [-12.261900074440963], [-22.0908964972811], [9.77671674943781], [-3.7080001990512876], [46.27487675003659], [-26.08852620902264], [-32.10586562383285], [9.484736445263954], [-11.72090696737671], [4.510206099382971], [5.890406753644337], [-4.224466074790473], [39.11027100523362], [-24.60008338492622], [-1.709343679067202], [8.4250352712717], [26.76589829725966], [-13.343115692199985], [-5.371120774202357], [4.6920679971618275], [-18.571985753172623], [26.74136026233885], [-19.96589538814857], [-13.749587110738], [39.49263408452128], [22.86351825085611]]",3225.372341,3457.135231
0.91,"[[150.20750240715293], [21.751676707126293], [-48.03105842226259], [200.98055712487493], [138.11435108104467], [10.544696183709858], [-18.837673602824214], [-113.72040117507903], [100.92872456233393], [216.2377469052175], [114.27069631114453], [28.641702980051047], [55.72925012533825], [34.56446034481769], [8.475078113079183], [-17.96980143171279], [5.512123310959519], [29.190831496134113], [-12.04401091066817], [34.98229580107609], [42.17210008894408], [-5.4407684853388965], [36.51158598667817], [-31.741833524444445], [-53.66483625266323], [4.226347520877642], [-2.611857855351187], [30.38369335770491], [22.425237954555232], [8.291213215014059], [27.287280377751742], [20.61144112674515], [-1.0996666842998823], [35.361509477773005], [4.575695183599925], [19.844731137904063], [-13.575680130150475], [38.783875406378215], [-22.046321787026237], [-11.323543601177258], [-22.409850993503976], [9.089253684585445], [-4.817859078459821], [45.43907082032928], [-26.30493174704701], [-31.676793704071486], [8.118385032444971], [-9.868872011111215], [5.036999057130806], [4.731381676571838], [-5.58961975362967], [38.38327203498799], [-25.169246128898514], [-1.273579443944751], [9.421253918696145], [24.502494357361762], [-13.100115111528336], [-3.0671468773860124], [6.453606591967883], [-21.71812621277538], [24.24817018412242], [-22.37382913873774], [-12.116447237722552], [42.00680707940044], [24.233577646254435]]",3228.207441,3472.573028
0.92,"[[150.2725445580695], [21.456145215987217], [-43.182630672417055], [197.76595285317663], [136.52969244961616], [11.824751789918524], [-15.440666603065269], [-115.1165973427201], [101.81750372798955], [212.26649215451553], [115.46396025478873], [30.059349252229083], [57.4007010121763], [36.65487441821719], [9.701093993188309], [-15.984592994259033], [2.665963593028356], [27.25609660974563], [-12.516190632713696], [33.55370839380903], [43.443828457346385], [-1.731998595720826], [39.50452911125152], [-27.308802143544128], [-48.165712279214944], [1.4024244001739747], [0.9463326220000677], [32.152196452611], [24.403869453079793], [9.414418656831216], [26.439468922472287], [21.05814260804476], [-0.08938305384766504], [35.16872153665124], [4.801492593424017], [19.725767227540988], [-12.960189701407954], [39.89672128929518], [-22.118640795110252], [-12.52770527184402], [-21.988194247082752], [9.730345702396864], [-3.544086212020577], [46.019475657416955], [-25.839797571193465], [-31.944511996263966], [9.441796207578745], [-11.844204867667166], [4.4471605135765655], [6.168115125180588], [-4.193085630137194], [38.54959143828076], [-24.189094592963645], [-1.7474908597662209], [8.386530272292498], [26.573653955722907], [-13.232980263566459], [-5.837460669827035], [4.56497845833241], [-18.305572284727216], [26.394829616631533], [-19.99172774184635], [-13.481940923927116], [39.194550492254926], [22.805312906517038]]",3238.854037,3471.276599
0.93,"[[150.26970795540166], [21.55216159254126], [-43.55685205927316], [197.83997901753972], [136.74679240841527], [11.376060926194706], [-16.044218602506906], [-115.17898786592878], [101.51183372233925], [212.44298686973252], [115.08903556017607], [30.049046106538334], [56.94798840078551], [36.40133258678141], [9.484771300415822], [-16.56850787922661], [2.358604518048603], [26.92306547100644], [-12.167704777314846], [34.15891404612491], [43.546069027319305], [-1.7568981121323328], [39.28235615197514], [-27.74661515374682], [-48.587138386585934], [0.8244737308947947], [1.158045443359534], [32.467358301463506], [24.743069933695065], [9.180320700301719], [26.757161655546685], [20.535569635033802], [-0.7596034622670542], [35.476052010608086], [4.224810366111969], [19.550452523558967], [-12.949839606988375], [39.829669641146985], [-21.96851854211889], [-12.552417349150119], [-21.44754979630491], [9.332099244024521], [-3.5784206655748525], [46.185652305130844], [-25.747963744290477], [-31.681410209640866], [8.6600059146447], [-11.062751108415565], [4.914681018243384], [6.60934097259588], [-4.563752307932158], [38.57028131209949], [-24.376252807065534], [-1.3957353055116188], [8.652330072929061], [26.914022887967764], [-13.67421817778684], [-5.475769394974827], [4.722810597151317], [-17.98093876763871], [26.0753329836281], [-20.517668721460097], [-13.120087195956875], [39.753455857372174], [23.532458540051973]]",3238.348832,3471.208421
0.94,"[[150.25292109945576], [21.535236660595626], [-42.09291405095375], [195.67450129099765], [135.2093125538309], [12.109666773370996], [-14.702750623750797], [-114.22784791553481], [101.20526436671372], [209.93518739300927], [114.71735214750245], [29.495427270171163], [56.95702337173995], [36.469902593996515], [9.613413290823193], [-15.67218347694984], [2.5380980654493857], [26.967228402711296], [-12.348155347787015], [33.44162614328057], [42.84410298687756], [-1.6871824001455362], [39.066912551385016], [-27.119135274346743], [-47.66275433881075], [1.1070237333621074], [0.8704159170200118], [31.707164857078276], [24.186962677138997], [9.35111419568379], [26.04588147798467], [20.7091272629478], [-0.10736079844083964], [34.66194432566412], [4.756788634286653], [19.4888328028149], [-12.729433720307004], [39.43300167365948], [-22.076202711086154], [-12.718052470060227], [-21.833910319926304], [9.700092889489467], [-3.4205917470555027], [45.78134946999855], [-25.657760288788456], [-31.795154195620785], [9.273333034747642], [-11.88255851120243], [4.379844577519388], [6.404995289342273], [-4.1476841159248625], [38.03882504499466], [-23.78319710547214], [-1.7630472378482898], [8.305740356964998], [26.38579750968327], [-13.099122134488768], [-6.229991082166075], [4.418461730030462], [-18.06150118455815], [26.09783804459323], [-20.025690655437714], [-13.242360025522219], [38.89757176125514], [22.715380804357487]]",3251.905476,3485.119933
0.95,"[[150.24371571861195], [21.57137457947196], [-41.558308191322645], [194.664942696733], [134.5653313397416], [12.251913451978412], [-14.333792282469252], [-113.794974347099], [100.91590389287438], [208.79852575568196], [114.35930324448074], [29.203727077349868], [56.72312302085298], [36.387557961244795], [9.550591842691233], [-15.530344148166986], [2.454809480623369], [26.841512761970385], [-12.236025447100056], [33.42207364098615], [42.54019886728545], [-1.675043372521523], [38.85441942107385], [-27.035318342462364], [-47.42652716392168], [0.9763331037139634], [0.8482692142123056], [31.484628405617162], [24.08902192640144], [9.324477609207381], [25.852121815584745], [20.541306731265156], [-0.12595933618662175], [34.41714512639354], [4.7360705540035], [19.36463187982679], [-12.601947267599858], [39.24078102620302], [-22.069395848780722], [-12.813540341042305], [-21.774001074484726], [9.673409961451066], [-3.3400884593131193], [45.66475777540546], [-25.576771052476975], [-31.71818082608311], [9.205010808832972], [-11.891917258483266], [4.361868115895965], [6.535013644436743], [-4.124846088061703], [37.78269973455843], [-23.61044468245026], [-1.805445168625628], [8.260802836172996], [26.28982408658006], [-13.033671340415871], [-6.394229901423741], [4.3486327133004625], [-17.94798759596021], [25.919628525626976], [-20.050837296942646], [-13.141489098512416], [38.76749604793472], [22.707630906419556]]",3258.267412,3491.854928
0.96,"[[150.23968999286154], [21.639215384647404], [-40.961129191599504], [193.61594121442306], [133.92440173048405], [12.385063859418892], [-13.979418650617507], [-113.45916274847949], [100.63157807284513], [207.58923553080228], [114.13159046566055], [28.940668014607457], [56.661722965398816], [36.40074961194372], [9.580555497101178], [-15.378174341646668], [2.368582771356011], [26.557332367781154], [-12.132182104431353], [33.42135688471487], [42.2354824378218], [-1.7307324463817582], [38.59258998311218], [-27.044874760814643], [-47.248290026784694], [0.5996530127951742], [0.718626409502106], [31.272742483603366], [24.01541428801664], [9.115698370583592], [25.62831452699002], [20.302601465203338], [-0.1442730910592125], [34.18032959396129], [4.649351550268009], [19.293884254697822], [-12.532560196999283], [38.803975508797436], [-22.077297828445776], [-13.06528227307949], [-21.544894918080566], [9.60700921515162], [-3.3749407881280455], [45.59883379561917], [-25.374948102207657], [-31.616362459429606], [8.943170975360061], [-11.847973746612622], [4.3619197963401435], [6.782793910824047], [-4.164926385165245], [37.49212213879142], [-23.236338988396977], [-1.5507746965244658], [8.381857806372137], [26.33290057546672], [-13.066032439569625], [-6.801169573278845], [4.331861783001978], [-17.679638466237737], [25.811119303048308], [-20.202554269079435], [-12.764579368838978], [38.73558942930279], [22.710815455749927]]",3264.615109,3498.088107
0.97,"[[150.22386113826454], [21.618596757897247], [-40.54224969231974], [192.68077896646753], [133.29327927000435], [12.501631909820851], [-13.647711826646056], [-112.94093385391913], [100.31746389435142], [206.56965502141946], [113.63793395016377], [28.6648306821577], [56.26915052306277], [36.214954121652866], [9.461182374332584], [-15.240134130390093], [2.2911021782104224], [26.5774871441642], [-12.037194244106542], [33.33108512905075], [41.965690183226116], [-1.6644837323593025], [38.43404996789281], [-26.867176813843773], [-46.96007782657709], [0.7148288776943571], [0.7976810926263505], [31.05343885185143], [23.883655728228558], [9.244475876700845], [25.47564834549864], [20.229300388981137], [-0.1433818145127811], [33.94582013405813], [4.698884861877507], [19.135422950206074], [-12.372122801528155], [38.82184951271314], [-22.04097539277959], [-12.988382082112075], [-21.62018739282782], [9.60419876366101], [-3.2218795729613747], [45.39814191358904], [-25.39950020765687], [-31.54969103136247], [9.061578715933296], [-11.89955179516599], [4.310732384516922], [6.754355189511476], [-4.063973883055139], [37.29145334305041], [-23.2467568193009], [-1.8476856138475581], [8.185224642034418], [26.114799868073078], [-12.902443602128189], [-6.705814132425672], [4.223277092560485], [-17.701518694351964], [25.601373307737415], [-20.067741819493474], [-12.931407742030622], [38.49018654719606], [22.64706571360383]]",3270.957197,3505.308367
0.98,"[[150.18852209999508], [21.582788841527666], [-40.0971167251846], [191.47736215256313], [132.52820803942976], [12.456300900435906], [-13.506681267158998], [-112.4623004940577], [99.80273936691468], [205.19865718081567], [113.23845547852096], [28.490758899090263], [56.224387623250955], [36.24076308306045], [9.391921251459424], [-15.234459173924455], [2.209422741181306], [26.169478179474442], [-11.87061418954885], [33.38718094656358], [41.70406700518689], [-1.6224195280852816], [38.238403065134406], [-26.783418421833872], [-46.69595455806795], [0.27618377624156765], [0.773559790296239], [30.961182985335906], [23.925560716364217], [9.03414912297408], [25.28628647526255], [19.927944021800098], [-0.24159787627810447], [33.73915992331349], [4.535061009974074], [19.060626100288662], [-12.292335035074396], [38.44237610733808], [-22.002697567861624], [-13.2256466192465], [-21.37271829709224], [9.543690654670701], [-3.1886834020256076], [45.38177966170571], [-25.114666025258824], [-31.37402245977422], [8.738705812334986], [-11.76765984941843], [4.411184244518028], [7.091477285125846], [-4.232813948085175], [37.01084071565444], [-22.954577928222918], [-1.5521225669538907], [8.326364537422585], [26.199031791510954], [-13.066390367014236], [-7.099498589732902], [4.196200103502113], [-17.374958051449816], [25.442109059094225], [-20.259992779138507], [-12.50044919938358], [38.481401948223905], [22.74125383049682]]",3278.399725,3513.510916
0.99,"[[150.21813569265353], [21.732257187914357], [-39.46202050886902], [190.69172534132426], [132.06514372101967], [12.792813219657363], [-12.910332006325719], [-112.10719235867793], [99.76486936693665], [204.37217859941228], [112.8855133403038], [28.10927019334938], [55.759585092792754], [35.97539869285709], [9.388399515773486], [-14.92273392653996], [2.151380362736294], [26.339166574966413], [-11.897411089894893], [33.20896818358363], [41.41918822575502], [-1.6001667425433679], [37.993175668664335], [-26.70877271730658], [-46.489185824043105], [0.4109156324559363], [0.7599034247073457], [30.62900702018916], [23.66677688850324], [9.23647179529592], [25.1477721960724], [19.888606952977682], [-0.17361348635591983], [33.4459542428296], [4.670778422489612], [18.908378210381777], [-12.12403736476521], [38.38869195942095], [-21.983434182716557], [-13.134214895763542], [-21.457481378203585], [9.567171772925686], [-3.1129830315055433], [45.14971542468286], [-25.2671128732718], [-31.40532018461354], [8.864302976427405], [-11.89527403943167], [4.240898809048459], [6.957444225974772], [-3.98485443385497], [36.806574218347265], [-22.863220306597157], [-1.8964016668787214], [8.071402003352569], [25.919882470463516], [-12.733495156088939], [-7.017607703241818], [4.072089564618358], [-17.48179262366355], [25.31220665834534], [-20.087732996802732], [-12.741296397784685], [38.195273291959246], [22.550929145616276]]",3283.699879,3518.783514
1,"[[150.19763820613852], [21.445849490781885], [-40.60421965669892], [191.42671004856555], [132.34122717211412], [12.406321426325361], [-13.735786683611563], [-112.01491345120425], [99.50500840076937], [205.2701983888847], [112.81756220405097], [28.329033515126714], [55.90211458967922], [35.811517831984645], [9.552298284139678], [-15.044993374578318], [2.6319688225988886], [26.50173993397629], [-12.104356926087277], [32.889941529793674], [41.44720853688743], [-2.19076056657281], [37.76064051376486], [-27.095730064406553], [-47.13060033656338], [0.9914750209609087], [0.12140524134808695], [30.473352445342254], [23.292303338634863], [8.849505109626573], [25.19099268491916], [20.1711047036354], [0.02456035842897064], [33.644978228797356], [4.7348664783700505], [19.079775825115583], [-12.490393195160161], [38.02831208163063], [-21.855366468216356], [-12.854715060378103], [-21.391677095819173], [9.483360025833601], [-3.5669508293139622], [44.86346692553471], [-25.124849904489576], [-31.308551856536837], [8.893731692880294], [-11.822520289621288], [4.122510149059344], [6.392896447520312], [-4.0285362779981755], [36.92796400462223], [-22.801494848764424], [-1.4870650283719309], [8.361794394266102], [25.69963368073968], [-12.67946588191246], [-6.680354002580509], [4.444087355457898], [-17.85128876113859], [25.441321440370274], [-20.038460437470537], [-12.534579059019286], [38.33394548691503], [22.24608935831418]]",3280.783437,3517.191683
